; PERSON  C:\Users\anthony_raborn\OneDrive - National Association of Boards of Pharmacy\an  Dec  9 2023  0:20
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ IN.ZST OUT.MS OUT.ZS  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE NAME
   394  2.7722  1   200.0    176.0  .2341    .97   -.18    .74   -.44  .0000    .37   1.00  88.0  88.0   .35   .30  2.7573 0394
   395 -1.3639  1   200.0     62.0  .1860    .93   -.86    .84   -.76  .0000    .60   1.00  76.5  77.4   .56   .37 -1.3626 0395
   396  -.1676  1   200.0     97.0  .1853    .94   -.52    .95   -.36  .0000    .67   1.00  82.5  81.4   .64   .37  -.1677 0396
   397  -.9192  1   200.0     75.0  .1845   1.09    .98   1.18   1.07  .0000    .56   1.00  78.5  78.9   .61   .40  -.9191 0397
   398  -.5785  1   200.0     85.0  .1848    .95   -.47    .89   -.72  .0000    .66   1.00  81.0  80.4   .63   .37  -.5788 0398
   399  -.8171  1   200.0     78.0  .1845    .93   -.68    .92   -.43  .0000    .65   1.00  79.5  79.3   .61   .37  -.8172 0399
   400  1.4424  1   200.0    144.0  .1877   1.10   1.29   1.16    .74  .0000    .48   1.00  75.0  77.0   .53   .40  1.4402 0400
   401 -1.8254  1   200.0     49.0  .1918    .94   -.83    .70  -1.17  .0000    .55   1.00  78.5  78.0   .50   .36 -1.8217 0401
   402   .0727  1   200.0    104.0  .1852    .92   -.71    .85  -1.14  .0000    .68   1.00  83.0  81.4   .64   .37   .0728 0402
   403 -1.2950  1   200.0     64.0  .1855    .89  -1.30    .77  -1.18  .0000    .63   1.00  79.0  77.5   .57   .36 -1.2939 0403
   404  1.7675  1   200.0    153.0  .1930   1.01    .12   1.35   1.23  .0000    .47   1.00  76.5  78.1   .49   .37  1.7634 0404
   405  -.1676  1   200.0     97.0  .1853    .82  -1.69    .78  -1.72  .0000    .72   1.00  85.5  81.4   .64   .35  -.1677 0405
   406  -.0303  1   200.0    101.0  .1853   1.02    .25    .97   -.20  .0000    .64   1.00  80.5  81.5   .64   .39  -.0303 0406
   407  -.6808  1   200.0     82.0  .1846   1.10    .95   1.16   1.05  .0000    .58   1.00  77.5  80.0   .62   .40  -.6811 0407
   408   .3125  1   200.0    111.0  .1849    .97   -.20    .98   -.07  .0000    .65   1.00  81.0  80.9   .64   .38   .3128 0408
   409   .6195  1   200.0    120.0  .1845   1.11   1.11   1.19   1.19  .0000    .56   1.00  77.0  79.8   .62   .40   .6197 0409
   410   .5514  1   200.0    118.0  .1846    .93   -.63    .89   -.73  .0000    .65   1.00  82.0  80.1   .62   .37   .5517 0410
   411  -.1676  1   200.0     97.0  .1853   1.06    .53   1.06    .47  .0000    .62   1.00  80.5  81.4   .64   .39  -.1677 0411
   412   .4833  1   200.0    116.0  .1847    .94   -.54    .90   -.66  .0000    .66   1.00  80.5  80.3   .63   .37   .4836 0412
   413  -.8511  1   200.0     77.0  .1845   1.04    .40   1.10    .65  .0000    .59   1.00  80.0  79.2   .61   .39  -.8512 0413
   414  -.3391  1   200.0     92.0  .1851   1.01    .10   1.01    .08  .0000    .64   1.00  82.0  81.1   .64   .38  -.3393 0414
   415  -.0303  1   200.0    101.0  .1853    .93   -.58    .89   -.81  .0000    .68   1.00  82.5  81.5   .64   .37  -.0303 0415
   416   .4150  1   200.0    114.0  .1848    .95   -.40    .96   -.21  .0000    .65   1.00  82.5  80.6   .63   .37   .4153 0416
   417  -.0990  1   200.0     99.0  .1853   1.02    .23   1.00    .08  .0000    .64   1.00  81.5  81.5   .64   .39  -.0990 0417
   418 -1.7523  1   200.0     51.0  .1905   1.02    .23   1.02    .17  .0000    .51   1.00  75.5  77.7   .51   .37 -1.7491 0418
   419   .2098  1   200.0    108.0  .1851    .97   -.22    .93   -.47  .0000    .66   1.00  80.5  81.2   .64   .38   .2100 0419
   420  -.1676  1   200.0     97.0  .1853    .98   -.13    .97   -.16  .0000    .65   1.00  82.5  81.4   .64   .38  -.1677 0420
   421  -.3733  1   200.0     91.0  .1851    .86  -1.27    .85  -1.13  .0000    .70   1.00  84.0  81.1   .64   .35  -.3736 0421
   422   .1070  1   200.0    105.0  .1852    .94   -.55    .93   -.47  .0000    .67   1.00  83.5  81.3   .64   .37   .1071 0422
   423  1.1991  1   200.0    137.0  .1855   1.04    .45   1.09    .51  .0000    .54   1.00  77.5  77.3   .56   .39  1.1979 0423
   424 -1.0554  1   200.0     71.0  .1846    .94   -.68    .92   -.41  .0000    .62   1.00  79.5  78.3   .59   .37 -1.0551 0424
   425  -.1676  1   200.0     97.0  .1853    .80  -1.84    .77  -1.86  .0000    .73   1.00  85.5  81.4   .64   .34  -.1677 0425
   426   .8916  1   200.0    128.0  .1844    .96   -.42    .86   -.75  .0000    .62   1.00  79.5  78.6   .60   .38   .8914 0426
   427 -1.2606  1   200.0     65.0  .1853    .98   -.26   1.08    .47  .0000    .58   1.00  79.0  77.5   .57   .38 -1.2596 0427
   428 -1.5382  1   200.0     57.0  .1875    .95   -.67    .72  -1.27  .0000    .58   1.00  78.0  77.3   .54   .37 -1.5361 0428
   429 -1.2263  1   200.0     66.0  .1852    .93   -.81    .77  -1.23  .0000    .62   1.00  81.5  77.6   .58   .37 -1.2254 0429
   430  -.7490  1   200.0     80.0  .1846   1.04    .43   1.00    .04  .0000    .61   1.00  76.5  79.7   .62   .39  -.7492 0430
   431   .5855  1   200.0    119.0  .1845   1.14   1.36   1.26   1.61  .0000    .55   1.00  77.0  79.9   .62   .41   .5857 0431
   432  -.7149  1   200.0     81.0  .1846    .94   -.53    .88   -.75  .0000    .65   1.00  80.0  79.8   .62   .37  -.7151 0432
   433   .0040  1   200.0    102.0  .1853    .88  -1.11    .81  -1.52  .0000    .70   1.00  83.0  81.5   .64   .36   .0041 0433
   434   .6536  1   200.0    121.0  .1844   1.10    .98   1.24   1.46  .0000    .57   1.00  75.0  79.7   .62   .40   .6537 0434
   435 -2.2514  1   200.0     38.0  .2030    .99   -.08   1.26    .83  .0000    .43   1.00  84.5  81.5   .44   .35 -2.2445 0435
   436 -1.7887  1   200.0     50.0  .1911    .91  -1.22    .66  -1.40  .0000    .57   1.00  80.5  77.8   .51   .35 -1.7853 0436
   437   .3809  1   200.0    113.0  .1848   1.09    .82   1.14    .99  .0000    .59   1.00  78.5  80.7   .63   .40   .3812 0437
   438 -1.1578  1   200.0     68.0  .1849   1.02    .21   1.01    .13  .0000    .58   1.00  77.5  77.9   .58   .39 -1.1572 0438
   439  2.2013  1   200.0    164.0  .2056   1.07    .79   1.57   1.49  .0000    .36   1.00  82.0  82.4   .43   .36  2.1937 0439
   440  -.5102  1   200.0     87.0  .1849    .85  -1.45    .87   -.94  .0000    .70   1.00  84.0  80.7   .63   .35  -.5105 0440
   441  1.0961  1   200.0    134.0  .1850   1.11   1.27   1.21   1.07  .0000    .52   1.00  76.0  77.7   .58   .40  1.0954 0441
   442  -.3733  1   200.0     91.0  .1851   1.04    .38   1.01    .10  .0000    .62   1.00  80.0  81.1   .64   .39  -.3736 0442
   443   .3125  1   200.0    111.0  .1849    .91   -.81    .92   -.57  .0000    .67   1.00  84.0  80.9   .64   .36   .3128 0443
   444   .1755  1   200.0    107.0  .1851    .97   -.20    .98   -.13  .0000    .65   1.00  82.0  81.2   .64   .38   .1758 0444
   445  -.9192  1   200.0     75.0  .1845    .94   -.58    .83  -1.03  .0000    .64   1.00  79.5  78.9   .61   .37  -.9191 0445
   446   .4833  1   200.0    116.0  .1847    .97   -.28   1.02    .18  .0000    .64   1.00  81.5  80.3   .63   .38   .4836 0446
   447   .7896  1   200.0    125.0  .1844    .86  -1.57    .76  -1.53  .0000    .68   1.00  83.0  79.1   .61   .35   .7895 0447
   448  -.3391  1   200.0     92.0  .1851    .95   -.42    .97   -.20  .0000    .66   1.00  82.0  81.1   .64   .37  -.3393 0448
   449   .9596  1   200.0    130.0  .1845   1.09   1.02   1.16    .90  .0000    .54   1.00  75.0  78.3   .59   .40   .9593 0449
   450   .6876  1   200.0    122.0  .1844   1.03    .38   1.01    .10  .0000    .60   1.00  77.0  79.5   .61   .39   .6877 0450
   451   .9596  1   200.0    130.0  .1845    .93   -.77    .87   -.66  .0000    .62   1.00  82.0  78.3   .59   .37   .9593 0451
   452 -1.6444  1   200.0     54.0  .1889    .99   -.16    .84   -.63  .0000    .55   1.00  76.0  77.4   .53   .37 -1.6418 0452
   453  -.7490  1   200.0     80.0  .1846   1.00    .01    .99   -.04  .0000    .62   1.00  78.5  79.7   .62   .38  -.7492 0453
   454   .3467  1   200.0    112.0  .1849   1.03    .29   1.01    .09  .0000    .62   1.00  79.5  80.8   .63   .39   .3470 0454
   455   .7216  1   200.0    123.0  .1844   1.05    .49   1.03    .25  .0000    .59   1.00  78.5  79.4   .61   .39   .7217 0455
   456  -.8511  1   200.0     77.0  .1845    .94   -.63    .93   -.40  .0000    .64   1.00  82.0  79.2   .61   .37  -.8512 0456
   457  1.1991  1   200.0    137.0  .1855    .96   -.41    .95   -.18  .0000    .58   1.00  78.5  77.3   .56   .37  1.1979 0457
   458 -1.0554  1   200.0     71.0  .1846    .97   -.29    .92   -.38  .0000    .61   1.00  80.5  78.3   .59   .38 -1.0551 0458
   459 -1.3986  1   200.0     61.0  .1862    .92   -.97   1.02    .16  .0000    .58   1.00  80.5  77.3   .56   .36 -1.3971 0459
   460  -.0646  1   200.0    100.0  .1853   1.08    .69   1.03    .24  .0000    .62   1.00  79.0  81.5   .64   .40  -.0646 0460
   461   .4150  1   200.0    114.0  .1848   1.06    .55   1.02    .19  .0000    .61   1.00  79.5  80.6   .63   .39   .4153 0461
   462 -2.2929  1   200.0     37.0  .2044   1.03    .36   1.05    .25  .0000    .42   1.00  83.0  81.9   .44   .35 -2.2856 0462
   463  -.4760  1   200.0     88.0  .1849   1.00    .03   1.02    .19  .0000    .63   1.00  80.5  80.8   .63   .38  -.4763 0463
   464  -.6467  1   200.0     83.0  .1847   1.01    .17   1.08    .56  .0000    .61   1.00  80.0  80.1   .63   .39  -.6470 0464
   465  1.6207  1   200.0    149.0  .1902    .97   -.43    .95   -.11  .0000    .53   1.00  76.5  77.3   .51   .37  1.6176 0465
   466   .7216  1   200.0    123.0  .1844    .90  -1.01    .87   -.78  .0000    .66   1.00  79.5  79.4   .61   .36   .7217 0466
   467  1.7304  1   200.0    152.0  .1922   1.01    .14    .91   -.23  .0000    .50   1.00  79.0  77.8   .50   .37  1.7265 0467
   468  -.6808  1   200.0     82.0  .1846    .95   -.46    .88   -.76  .0000    .65   1.00  80.5  80.0   .62   .37  -.6811 0468
   469  -.7490  1   200.0     80.0  .1846    .96   -.36    .93   -.38  .0000    .64   1.00  80.5  79.7   .62   .38  -.7492 0469
   470  -.9532  1   200.0     74.0  .1845   1.07    .74   1.03    .21  .0000    .58   1.00  75.0  78.7   .60   .40  -.9531 0470
   471  -.7830  1   200.0     79.0  .1845    .79  -2.28    .69  -2.15  .0000    .72   1.00  85.0  79.5   .62   .34  -.7832 0471
   472  -.8511  1   200.0     77.0  .1845    .82  -1.98    .71  -1.96  .0000    .70   1.00  84.0  79.2   .61   .35  -.8512 0472
   473   .9937  1   200.0    131.0  .1846   1.13   1.42   1.36   1.81  .0000    .51   1.00  73.5  78.1   .59   .41   .9932 0473
   474  -.9873  1   200.0     73.0  .1845    .95   -.49    .87   -.74  .0000    .63   1.00  81.0  78.6   .60   .37  -.9871 0474
   475  -.8511  1   200.0     77.0  .1845   1.06    .61   1.09    .57  .0000    .59   1.00  77.0  79.2   .61   .39  -.8512 0475
   476  1.2335  1   200.0    138.0  .1857    .88  -1.47    .74  -1.27  .0000    .62   1.00  81.0  77.2   .56   .36  1.2322 0476
   477   .4492  1   200.0    115.0  .1847    .94   -.57    .89   -.73  .0000    .66   1.00  82.0  80.5   .63   .37   .4495 0477
   478   .6876  1   200.0    122.0  .1844    .86  -1.50    .84   -.99  .0000    .68   1.00  84.0  79.5   .61   .35   .6877 0478
   479  2.1180  1   200.0    162.0  .2026    .99   -.10    .86   -.32  .0000    .46   1.00  81.5  81.5   .44   .35  2.1112 0479
   480   .0383  1   200.0    103.0  .1853    .94   -.47    .91   -.67  .0000    .67   1.00  82.5  81.4   .64   .37   .0385 0480
   481  -.0990  1   200.0     99.0  .1853    .95   -.40    .93   -.53  .0000    .67   1.00  82.5  81.5   .64   .37  -.0990 0481
   482 -1.4681  1   200.0     59.0  .1868   1.12   1.49   1.51   2.07  .0000    .47   1.00  74.5  77.3   .55   .40 -1.4664 0482
   483  -.5444  1   200.0     86.0  .1848    .93   -.62    .91   -.57  .0000    .66   1.00  82.5  80.5   .63   .37  -.5446 0483
   484  -.4418  1   200.0     89.0  .1850    .84  -1.55    .80  -1.53  .0000    .71   1.00  84.0  80.9   .64   .35  -.4421 0484
   485  -.1676  1   200.0     97.0  .1853   1.01    .09    .99   -.07  .0000    .64   1.00  81.5  81.4   .64   .38  -.1677 0485
   486   .8576  1   200.0    127.0  .1844   1.00    .05    .94   -.28  .0000    .60   1.00  78.0  78.8   .60   .38   .8574 0486
   487  1.3027  1   200.0    140.0  .1863   1.14   1.70   1.46   1.91  .0000    .46   1.00  75.5  77.1   .55   .40  1.3011 0487
   488 -1.4333  1   200.0     60.0  .1865   1.09   1.17   1.11    .56  .0000    .51   1.00  73.0  77.3   .55   .40 -1.4317 0488
   489  1.1991  1   200.0    137.0  .1855   1.16   1.85   1.35   1.59  .0000    .47   1.00  75.5  77.3   .56   .41  1.1979 0489
   490  -.7149  1   200.0     81.0  .1846   1.15   1.40   1.09    .63  .0000    .56   1.00  75.0  79.8   .62   .41  -.7151 0490
   491   .6195  1   200.0    120.0  .1845    .85  -1.54    .82  -1.17  .0000    .69   1.00  85.0  79.8   .62   .35   .6197 0491
   492  1.0961  1   200.0    134.0  .1850   1.02    .31   1.04    .27  .0000    .57   1.00  74.0  77.7   .58   .39  1.0954 0492
   493   .2783  1   200.0    110.0  .1850   1.10    .94   1.16   1.17  .0000    .59   1.00  79.5  81.0   .64   .40   .2786 0493
   494   .2441  1   200.0    109.0  .1850   1.07    .68   1.08    .64  .0000    .61   1.00  79.0  81.1   .64   .40   .2443 0494
   495  1.2681  1   200.0    139.0  .1860   1.06    .79   1.02    .14  .0000    .53   1.00  74.5  77.1   .56   .39  1.2666 0495
   496  1.1647  1   200.0    136.0  .1853    .91  -1.12    .75  -1.27  .0000    .62   1.00  80.5  77.4   .57   .36  1.1637 0496
   497  -.9532  1   200.0     74.0  .1845    .95   -.54    .91   -.48  .0000    .63   1.00  80.0  78.7   .60   .37  -.9531 0497
   498   .0727  1   200.0    104.0  .1852   1.15   1.30   1.18   1.29  .0000    .58   1.00  78.0  81.4   .64   .41   .0728 0498
   499  -.9192  1   200.0     75.0  .1845    .94   -.60    .88   -.66  .0000    .64   1.00  79.5  78.9   .61   .37  -.9191 0499
   500   .9596  1   200.0    130.0  .1845    .94   -.68    .98   -.02  .0000    .61   1.00  80.0  78.3   .59   .37   .9593 0500
   501   .6195  1   200.0    120.0  .1845    .82  -1.82    .75  -1.72  .0000    .70   1.00  85.0  79.8   .62   .35   .6197 0501
   502   .0727  1   200.0    104.0  .1852    .85  -1.38    .82  -1.36  .0000    .71   1.00  85.0  81.4   .64   .35   .0728 0502
   503  1.1647  1   200.0    136.0  .1853    .90  -1.24    .93   -.30  .0000    .62   1.00  78.5  77.4   .57   .36  1.1637 0503
   504 -1.3294  1   200.0     63.0  .1857    .88  -1.56    .79  -1.05  .0000    .63   1.00  80.0  77.4   .57   .36 -1.3282 0504
   505   .4833  1   200.0    116.0  .1847   1.00    .04   1.01    .11  .0000    .63   1.00  80.5  80.3   .63   .38   .4836 0505
   506   .4492  1   200.0    115.0  .1847    .95   -.41    .93   -.42  .0000    .65   1.00  82.0  80.5   .63   .37   .4495 0506
   507   .0727  1   200.0    104.0  .1852   1.06    .55   1.02    .22  .0000    .62   1.00  79.0  81.4   .64   .39   .0728 0507
   508   .8576  1   200.0    127.0  .1844   1.04    .42   1.15    .87  .0000    .57   1.00  78.0  78.8   .60   .39   .8574 0508
   509  2.3312  1   200.0    167.0  .2108   1.00   -.01   1.04    .23  .0000    .41   1.00  84.0  83.7   .41   .33  2.3222 0509
   510   .1755  1   200.0    107.0  .1851    .87  -1.22    .89   -.78  .0000    .70   1.00  85.0  81.2   .64   .36   .1758 0510
   511   .3467  1   200.0    112.0  .1849    .99   -.03   1.02    .15  .0000    .64   1.00  80.5  80.8   .63   .38   .3470 0511
   512   .6195  1   200.0    120.0  .1845    .91   -.87    .84  -1.02  .0000    .66   1.00  82.0  79.8   .62   .37   .6197 0512
   513  -.6808  1   200.0     82.0  .1846    .96   -.32    .98   -.07  .0000    .64   1.00  82.5  80.0   .62   .38  -.6811 0513
   514   .7896  1   200.0    125.0  .1844   1.25   2.45   1.33   1.82  .0000    .49   1.00  72.0  79.1   .61   .43   .7895 0514
   515 -1.1920  1   200.0     67.0  .1850    .89  -1.29    .80  -1.08  .0000    .64   1.00  81.0  77.7   .58   .36 -1.1913 0515
   516 -1.0213  1   200.0     72.0  .1846    .83  -1.99    .72  -1.71  .0000    .68   1.00  82.5  78.4   .60   .35 -1.0211 0516
   517   .5174  1   200.0    117.0  .1846    .90   -.92    .92   -.53  .0000    .67   1.00  82.0  80.2   .63   .36   .5176 0517
   518  -.0303  1   200.0    101.0  .1853   1.09    .80   1.12    .90  .0000    .60   1.00  80.5  81.5   .64   .40  -.0303 0518
   519  1.3374  1   200.0    141.0  .1866    .85  -2.02    .56  -2.27  .0000    .64   1.00  80.5  77.0   .55   .35  1.3357 0519
   520  1.2681  1   200.0    139.0  .1860    .99   -.11    .84   -.71  .0000    .57   1.00  74.5  77.1   .56   .38  1.2666 0520
   521   .5174  1   200.0    117.0  .1846    .95   -.44    .96   -.21  .0000    .64   1.00  82.0  80.2   .63   .37   .5176 0521
   522  -.9873  1   200.0     73.0  .1845    .82  -1.99    .68  -2.00  .0000    .69   1.00  83.0  78.6   .60   .35  -.9871 0522
   523  1.0961  1   200.0    134.0  .1850   1.03    .38   1.07    .41  .0000    .56   1.00  76.0  77.7   .58   .39  1.0954 0523
   524  -.8511  1   200.0     77.0  .1845   1.11   1.12   1.30   1.75  .0000    .55   1.00  77.0  79.2   .61   .40  -.8512 0524
   525 -2.7497  1   200.0     27.0  .2251    .90   -.78    .52  -1.19  .0000    .44   1.00  86.5  86.5   .37   .30 -2.7372 0525
   526   .9937  1   200.0    131.0  .1846   1.02    .30   1.02    .16  .0000    .57   1.00  76.5  78.1   .59   .39   .9932 0526
   527  -.7830  1   200.0     79.0  .1845   1.01    .15    .99   -.01  .0000    .61   1.00  79.0  79.5   .62   .39  -.7832 0527
   528   .5855  1   200.0    119.0  .1845    .99   -.04   1.01    .12  .0000    .62   1.00  80.0  79.9   .62   .38   .5857 0528
   529 -1.5031  1   200.0     58.0  .1872    .97   -.32    .94   -.19  .0000    .56   1.00  78.5  77.3   .55   .37 -1.5012 0529
   530   .3809  1   200.0    113.0  .1848    .95   -.46    .91   -.59  .0000    .66   1.00  82.5  80.7   .63   .37   .3812 0530
   531   .2441  1   200.0    109.0  .1850   1.02    .24   1.08    .59  .0000    .62   1.00  81.0  81.1   .64   .39   .2443 0531
   532  -.0990  1   200.0     99.0  .1853    .90   -.83    .90   -.76  .0000    .68   1.00  83.5  81.5   .64   .36  -.0990 0532
   533  -.7830  1   200.0     79.0  .1845   1.11   1.08   1.12    .77  .0000    .57   1.00  78.0  79.5   .62   .40  -.7832 0533
   534  1.0620  1   200.0    133.0  .1848    .92   -.92    .85   -.78  .0000    .62   1.00  80.5  77.8   .58   .37  1.0613 0534
   535 -1.0554  1   200.0     71.0  .1846   1.08    .89   1.08    .52  .0000    .56   1.00  75.5  78.3   .59   .40 -1.0551 0535
   536  -.9192  1   200.0     75.0  .1845   1.12   1.30   1.21   1.25  .0000    .54   1.00  74.5  78.9   .61   .41  -.9191 0536
   537   .4150  1   200.0    114.0  .1848   1.00    .06   1.02    .16  .0000    .63   1.00  79.5  80.6   .63   .38   .4153 0537
   538 -1.8995  1   200.0     47.0  .1933   1.12   1.46   1.43   1.44  .0000    .41   1.00  77.0  78.5   .49   .39 -1.8954 0538
   539   .1755  1   200.0    107.0  .1851   1.11    .98   1.09    .67  .0000    .60   1.00  79.0  81.2   .64   .40   .1758 0539
   540   .2441  1   200.0    109.0  .1850   1.04    .36   1.01    .09  .0000    .63   1.00  80.0  81.1   .64   .39   .2443 0540
   541  -.9532  1   200.0     74.0  .1845   1.01    .19   1.00    .04  .0000    .60   1.00  78.0  78.7   .60   .39  -.9531 0541
   542   .2783  1   200.0    110.0  .1850    .99   -.02    .96   -.22  .0000    .64   1.00  80.5  81.0   .64   .38   .2786 0542
   543  2.2013  1   200.0    164.0  .2056   1.04    .49   1.25    .78  .0000    .40   1.00  82.0  82.4   .43   .35  2.1937 0543
   544  2.0370  1   200.0    160.0  .2000   1.02    .29    .80   -.55  .0000    .45   1.00  78.0  80.7   .45   .36  2.0309 0544
   545   .3467  1   200.0    112.0  .1849    .97   -.23    .99   -.04  .0000    .65   1.00  81.5  80.8   .63   .38   .3470 0545
   546 -2.0132  1   200.0     44.0  .1960    .95   -.62    .60  -1.49  .0000    .53   1.00  80.0  79.3   .48   .35 -2.0082 0546
   547 -1.1578  1   200.0     68.0  .1849    .99   -.04    .94   -.24  .0000    .59   1.00  78.5  77.9   .58   .38 -1.1572 0547
   548   .5514  1   200.0    118.0  .1846    .98   -.17    .87   -.85  .0000    .64   1.00  80.0  80.1   .62   .38   .5517 0548
   549   .8576  1   200.0    127.0  .1844    .83  -1.93    .82  -1.07  .0000    .68   1.00  84.0  78.8   .60   .35   .8574 0549
   550  -.3391  1   200.0     92.0  .1851    .99   -.07   1.04    .32  .0000    .64   1.00  82.0  81.1   .64   .38  -.3393 0550
   551  1.4777  1   200.0    145.0  .1881   1.13   1.68   1.06    .34  .0000    .47   1.00  73.0  77.0   .53   .40  1.4753 0551
   552  -.9532  1   200.0     74.0  .1845   1.07    .77   1.16    .95  .0000    .56   1.00  78.0  78.7   .60   .40  -.9531 0552
   553 -1.8623  1   200.0     48.0  .1925    .95   -.66   1.02    .15  .0000    .52   1.00  81.5  78.2   .50   .36 -1.8584 0553
   554   .4150  1   200.0    114.0  .1848    .73  -2.76    .66  -2.63  .0000    .75   1.00  87.5  80.6   .63   .33   .4153 0554
   555  1.9191  1   200.0    157.0  .1966   1.04    .52   1.42   1.32  .0000    .43   1.00  78.0  79.5   .47   .37  1.9139 0555
   556  -.0303  1   200.0    101.0  .1853    .99   -.03    .98   -.08  .0000    .65   1.00  81.5  81.5   .64   .38  -.0303 0556
   557 -1.1236  1   200.0     69.0  .1848   1.09   1.06   1.37   1.85  .0000    .53   1.00  74.5  78.0   .59   .40 -1.1231 0557
   558   .3125  1   200.0    111.0  .1849   1.00   -.01    .99    .00  .0000    .64   1.00  80.0  80.9   .64   .38   .3128 0558
   559   .4833  1   200.0    116.0  .1847   1.13   1.25   1.12    .85  .0000    .57   1.00  76.5  80.3   .63   .41   .4836 0559
   560  -.6126  1   200.0     84.0  .1847   1.04    .46   1.03    .26  .0000    .61   1.00  79.5  80.3   .63   .39  -.6129 0560
   561 -1.0895  1   200.0     70.0  .1847    .82  -2.14    .65  -2.12  .0000    .69   1.00  82.0  78.1   .59   .35 -1.0891 0561
   562 -1.9749  1   200.0     45.0  .1950    .97   -.34   1.11    .45  .0000    .49   1.00  79.0  79.0   .48   .36 -1.9703 0562
   563  1.0961  1   200.0    134.0  .1850   1.02    .25    .93   -.28  .0000    .57   1.00  77.0  77.7   .58   .39  1.0954 0563
   564   .1413  1   200.0    106.0  .1852    .76  -2.28    .69  -2.53  .0000    .75   1.00  86.0  81.3   .64   .33   .1415 0564
   565  -.8851  1   200.0     76.0  .1845    .90  -1.09    .85   -.90  .0000    .66   1.00  82.0  79.0   .61   .36  -.8851 0565
   566   .8916  1   200.0    128.0  .1844    .89  -1.20    .83   -.95  .0000    .65   1.00  81.5  78.6   .60   .36   .8914 0566
   567   .1070  1   200.0    105.0  .1852   1.12   1.05   1.10    .80  .0000    .59   1.00  78.5  81.3   .64   .40   .1071 0567
   568  1.4777  1   200.0    145.0  .1881    .92  -1.00    .85   -.58  .0000    .57   1.00  79.0  77.0   .53   .36  1.4753 0568
   569  2.2013  1   200.0    164.0  .2056    .91  -1.02    .73   -.72  .0000    .48   1.00  84.0  82.4   .43   .33  2.1937 0569
   570  1.3723  1   200.0    142.0  .1869   1.08    .98   1.37   1.53  .0000    .49   1.00  75.5  77.0   .54   .39  1.3704 0570
   571   .6195  1   200.0    120.0  .1845   1.12   1.21   1.22   1.35  .0000    .56   1.00  77.0  79.8   .62   .41   .6197 0571
   572  1.0961  1   200.0    134.0  .1850    .91  -1.07    .86   -.70  .0000    .62   1.00  79.0  77.7   .58   .36  1.0954 0572
   573  1.3723  1   200.0    142.0  .1869   1.06    .78   1.29   1.24  .0000    .50   1.00  77.5  77.0   .54   .39  1.3704 0573
   574  -.5102  1   200.0     87.0  .1849    .96   -.32   1.03    .28  .0000    .64   1.00  81.0  80.7   .63   .38  -.5105 0574
   575   .5174  1   200.0    117.0  .1846    .95   -.42    .93   -.42  .0000    .65   1.00  82.0  80.2   .63   .37   .5176 0575
   576  -.0303  1   200.0    101.0  .1853   1.26   2.20   1.35   2.44  .0000    .52   1.00  75.5  81.5   .64   .43  -.0303 0576
   577  -.2705  1   200.0     94.0  .1852   1.11    .96   1.04    .33  .0000    .60   1.00  77.0  81.3   .64   .40  -.2707 0577
   578   .7556  1   200.0    124.0  .1844    .95   -.48    .88   -.72  .0000    .63   1.00  81.5  79.2   .61   .37   .7556 0578
   579   .3809  1   200.0    113.0  .1848   1.21   1.85   1.22   1.48  .0000    .54   1.00  76.5  80.7   .63   .42   .3812 0579
   580   .7556  1   200.0    124.0  .1844   1.03    .32    .95   -.22  .0000    .60   1.00  79.5  79.2   .61   .39   .7556 0580
   581   .8236  1   200.0    126.0  .1844   1.00    .03   1.02    .15  .0000    .60   1.00  79.5  78.9   .60   .38   .8235 0581
   582   .4150  1   200.0    114.0  .1848   1.11   1.05   1.12    .85  .0000    .58   1.00  77.5  80.6   .63   .40   .4153 0582
   583   .3125  1   200.0    111.0  .1849   1.07    .62   1.04    .30  .0000    .61   1.00  80.0  80.9   .64   .39   .3128 0583
   584   .6195  1   200.0    120.0  .1845    .93   -.69    .92   -.47  .0000    .65   1.00  83.0  79.8   .62   .37   .6197 0584
   585   .4492  1   200.0    115.0  .1847   1.17   1.54   1.17   1.15  .0000    .56   1.00  75.0  80.5   .63   .41   .4495 0585
   586 -1.4333  1   200.0     60.0  .1865   1.00    .08    .99    .01  .0000    .55   1.00  80.0  77.3   .55   .38 -1.4317 0586
   587 -1.3294  1   200.0     63.0  .1857   1.17   2.04   1.59   2.51  .0000    .45   1.00  75.0  77.4   .57   .41 -1.3282 0587
   588   .2783  1   200.0    110.0  .1850   1.02    .20   1.00    .04  .0000    .63   1.00  79.5  81.0   .64   .39   .2786 0588
   589  -.9873  1   200.0     73.0  .1845    .97   -.30   1.01    .11  .0000    .61   1.00  82.0  78.6   .60   .38  -.9871 0589
   590  -.0646  1   200.0    100.0  .1853    .80  -1.86    .76  -1.90  .0000    .73   1.00  86.0  81.5   .64   .34  -.0646 0590
   591  -.2019  1   200.0     96.0  .1852   1.06    .53   1.08    .65  .0000    .62   1.00  81.0  81.4   .64   .39  -.2020 0591
   592  -.3048  1   200.0     93.0  .1851    .75  -2.40    .75  -1.98  .0000    .75   1.00  87.5  81.2   .64   .33  -.3050 0592
   593  -.2705  1   200.0     94.0  .1852   1.09    .80   1.07    .58  .0000    .61   1.00  79.0  81.3   .64   .40  -.2707 0593
